Host_name;Host_year;Season;Host_country;Host_continent;Discipline;Event;Event_type;Athlete_full_name;Athlete_country;Medal_type
barcelona;1992;Summer;spain;europe;Boxing;67  71kg lightmiddleweight men;Athlete;Juan Carlos LEMUS GARCIA;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Boxing;48kg lightflyweight men;Athlete;Rogelio MARCELO GARCIA;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Boxing;81-91kg heavyweight men;Athlete;Félix SAVÓN;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Boxing;71-75kg men;Athlete;Ariel HERNANDEZ ASCUY;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Boxing;48-51kg flyweight men;Athlete;Raul GONZALEZ SANCHEZ;Cuba;SILVER
barcelona;1992;Summer;spain;europe;Boxing;91kg super heavyweight men;Athlete;Roberto BALADO MENDEZ;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Boxing;63.5-67kg welterweight men;Athlete;Juan HERNANDEZ SIERRA;Cuba;SILVER
barcelona;1992;Summer;spain;europe;Boxing;51-54kg bantamweight men;Athlete;Joel CASAMAYOR JOHNSON;Cuba;GOLD
barcelona;1992;Summer;spain;europe;Boxing;60-63.5kg lightwelterweigh men;Athlete;Hector VINENT;Cuba;GOLD
moscow;1980;Summer;russia;asia;Weightlifting;90 - 100kg (first-heavyweight) men;Athlete;Alberto BLANCO FERNANDEZ;Cuba;BRONZE
moscow;1980;Summer;russia;asia;Weightlifting;56kg bantamweight men;Athlete;Daniel NUNEZ AGUIAR;Cuba;GOLD
moscow;1980;Summer;russia;asia;Judo;78  86kg middleweight men;Athlete;Isaac AZCUY OLIVA;Cuba;SILVER
moscow;1980;Summer;russia;asia;Judo;71  78kg halfmiddleweight men;Athlete;Juan FERRER;Cuba;SILVER
moscow;1980;Summer;russia;asia;Judo;- 60 kg men;Athlete;Jose RODRIGUEZ;Cuba;SILVER
moscow;1980;Summer;russia;asia;Athletics;110m hurdles men;Athlete;Alejandro Casañas;Cuba;SILVER
moscow;1980;Summer;russia;asia;Athletics;javelin throw women;Athlete;Maria COLON;Cuba;GOLD
moscow;1980;Summer;russia;asia;Athletics;discus throw men;Athlete;Luis DELIS;Cuba;BRONZE
moscow;1980;Summer;russia;asia;Athletics;100m men;Athlete;Silvio LEONARD SARRIA;Cuba;SILVER
moscow;1980;Summer;russia;asia;Shooting;skeet (125 targets) mixed;Athlete;Roberto CASTRILLO GARCIA;Cuba;BRONZE
moscow;1980;Summer;russia;asia;Boxing;67-71kg lightmiddleweight men;Athlete;Armando MARTINEZ;Cuba;GOLD
moscow;1980;Summer;russia;asia;Boxing;60-63.5kg lightwelterweigh men;Athlete;Jose AGUILAR;Cuba;BRONZE
moscow;1980;Summer;russia;asia;Boxing;57-60kg lightweight men;Athlete;Angel HERRERA VERA;Cuba;GOLD
moscow;1980;Summer;russia;asia;Boxing;48kg lightflyweight men;Athlete;Hipolito RAMOS;Cuba;SILVER
moscow;1980;Summer;russia;asia;Boxing;81kg heavyweight men;Athlete;Teofilo STEVENSON;Cuba;GOLD
moscow;1980;Summer;russia;asia;Boxing;54-57kg featherweight men;Athlete;Adolfo HORTA;Cuba;SILVER
moscow;1980;Summer;russia;asia;Boxing;51-54kg bantamweight men;Athlete;Juan Bautista HERNÁNDEZ PÉREZ;Cuba;GOLD
moscow;1980;Summer;russia;asia;Boxing;63.5 - 67kg (welterweight) men;Athlete;Andres ALDAMA CABRERA;Cuba;GOLD
moscow;1980;Summer;russia;asia;Boxing;75-81kg lightheavyweight men;Athlete;Ricardo ROJAS;Cuba;BRONZE
moscow;1980;Summer;russia;asia;Boxing;71-75kg men;Athlete;Jose GOMEZ;Cuba;GOLD
montreal;1976;Summer;canada;america;Judo;- 63kg (lightweight) men;Athlete;Hector RODRIGUEZ TORRES;Cuba;GOLD
montreal;1976;Summer;canada;america;Athletics;400m men;Athlete;Alberto JUANTORENA;Cuba;GOLD
montreal;1976;Summer;canada;america;Athletics;800m men;Athlete;Alberto JUANTORENA;Cuba;GOLD
montreal;1976;Summer;canada;america;Athletics;110m hurdles men;Athlete;Alejandro Casañas;Cuba;SILVER
montreal;1976;Summer;canada;america;Boxing;81kg heavyweight men;Athlete;Teofilo STEVENSON;Cuba;GOLD
montreal;1976;Summer;canada;america;Boxing;75-81kg lightheavyweight men;Athlete;Sixto SORIA CABRERA;Cuba;SILVER
montreal;1976;Summer;canada;america;Boxing;54-57kg featherweight men;Athlete;Angel HERRERA VERA;Cuba;GOLD
montreal;1976;Summer;canada;america;Boxing;71-75kg men;Athlete;Luis Felipe MARTINEZ SANCHEZ;Cuba;BRONZE
montreal;1976;Summer;canada;america;Boxing;67  71kg lightmiddleweight men;Athlete;Rolando GARBEY;Cuba;BRONZE
montreal;1976;Summer;canada;america;Boxing;60-63.5kg lightwelterweigh men;Athlete;Andres ALDAMA CABRERA;Cuba;SILVER
montreal;1976;Summer;canada;america;Boxing;48kg lightflyweight men;Athlete;Jorge HERNANDEZ PADRON;Cuba;GOLD
montreal;1976;Summer;canada;america;Boxing;48-51kg flyweight men;Athlete;Ramon DUVALON CARRION;Cuba;SILVER
munich;1972;Summer;germany;europe;Boxing;81kg heavyweight men;Athlete;Teofilo STEVENSON;Cuba;GOLD
munich;1972;Summer;germany;europe;Boxing;75-81kg lightheavyweight men;Athlete;Gilberto CARRILLO QUESADA;Cuba;SILVER
munich;1972;Summer;germany;europe;Boxing;51-54kg bantamweight men;Athlete;Orlando MARTINEZ ROMERO;Cuba;GOLD
munich;1972;Summer;germany;europe;Boxing;48-51kg flyweight men;Athlete;Douglas RODRIGUEZ GUARDIOLA;Cuba;BRONZE
munich;1972;Summer;germany;europe;Boxing;63.5-67kg welterweight men;Athlete;Emilio CORREA VAILLANT;Cuba;GOLD
munich;1972;Summer;germany;europe;Athletics;100m women;Athlete;Silvia CHIVAS BARO;Cuba;BRONZE
mexico-city;1968;Summer;mexico;america;Boxing;67  71kg lightmiddleweight men;Athlete;Rolando GARBEY;Cuba;SILVER
mexico-city;1968;Summer;mexico;america;Boxing;60-63.5kg lightwelterweigh men;Athlete;Enrique REQUEIFEROS BLANCO;Cuba;SILVER
tokyo;1964;Summer;japan;asia;Athletics;100m men;Athlete;Enrique FIGUEROLA CAMUE;Cuba;SILVER
st-louis;1904;Summer;usa;america;Fencing;foil individual men;Athlete;Ramon FONST;Cuba;GOLD
st-louis;1904;Summer;usa;america;Fencing;épée individual men;Athlete;Ramon FONST;Cuba;GOLD
st-louis;1904;Summer;usa;america;Fencing;sabre individual men;Athlete;Manuel DIAZ;Cuba;GOLD
paris;1900;Summer;france;europe;Fencing;épée individual men;Athlete;Ramon FONST;Cuba;GOLD
paris;1900;Summer;france;europe;Fencing;pe amateurs and masters men;Athlete;Ramon FONST;Cuba;SILVER
rome;1960;Summer;italy;europe;Weightlifting;60 - 67.5kg (lightweight) men;Athlete;Abdul WAHID AZIZ;Iraq;BRONZE
barcelona;1992;Summer;spain;europe;Shooting;skeet (125 targets) mixed;Athlete;Juan Jorge Giha, Jr.;Peru;SILVER
los-angeles;1984;Summer;usa;america;Shooting;trap (125 targets) mixed;Athlete;Francisco BOZA;Peru;SILVER
london;1948;Summer;united kingdom;europe;Shooting;50m pistol 60 shots men;Athlete;Edwin Vásquez;Peru;GOLD
beijing;2008;Summer;china;asia;Canoe Slalom;K1 kayak single men;Athlete;Benjamin BOUKPETI;Togo;BRONZE
beijing;2008;Summer;china;asia;Tennis;Singles men;Athlete;Fernando GONZALEZ;Chile;SILVER
athens;2004;Summer;greece;europe;Tennis;Singles men;Athlete;Nicolas MASSU;Chile;GOLD
athens;2004;Summer;greece;europe;Tennis;Singles men;Athlete;Fernando GONZALEZ;Chile;BRONZE
seoul;1988;Summer;south corea;asia;Shooting;skeet (125 targets) men;Athlete;Alfonso DE IRRUARRIZAGA;Chile;SILVER
melbourne;1956;Summer;australia;oceania;Boxing;51-54kg bantamweight men;Athlete;Claudio BARRIENTOS;Chile;BRONZE
melbourne;1956;Summer;australia;oceania;Boxing;75-81kg lightheavyweight men;Athlete;Carlos LUCAS;Chile;BRONZE
melbourne;1956;Summer;australia;oceania;Boxing;71-75kg men;Athlete;Ramon TAPIA;Chile;SILVER
melbourne;1956;Summer;australia;oceania;Athletics;javelin throw women;Athlete;Marlene AHRENS;Chile;SILVER
helsinki;1952;Summer;finland;europe;Equestrian Jumping;individual mixed;Athlete;Óscar Cristi;Chile;SILVER
amsterdam;1928;Summer;netherlands;europe;Athletics;marathon men;Athlete;Manuel PLAZA REYES;Chile;SILVER
tokyo;2020;Summer;japan;asia;Taekwondo;Men -80kg;Athlete;Seif EISSA;Egypt;BRONZE
tokyo;2020;Summer;japan;asia;Taekwondo;Women -67kg;Athlete;Hedaya WAHBA;Egypt;BRONZE
tokyo;2020;Summer;japan;asia;Wrestling;Men's Greco-Roman 67kg;Athlete;Mohamed Ibrahim Elsayed ELSAYED;Egypt;BRONZE
tokyo;2020;Summer;japan;asia;Modern Pentathlon;Men's Individual;Athlete;Ahmed ELGENDY;Egypt;SILVER
tokyo;2020;Summer;japan;asia;Karate;Women's Kumite -61kg;Athlete;Giana LOTFY;Egypt;BRONZE
tokyo;2020;Summer;japan;asia;Karate;Women's Kumite +61kg;Athlete;Feryal ABDELAZIZ;Egypt;GOLD
rio;2016;Summer;brazil;america;Weightlifting;69kg women;Athlete;Sara AHMED;Egypt;BRONZE
rio;2016;Summer;brazil;america;Weightlifting;77kg men;Athlete;Mohamed Ihab;Egypt;BRONZE
rio;2016;Summer;brazil;america;Taekwondo;49 - 57 kg women;Athlete;Hedaya WAHBA;Egypt;BRONZE
london;2012;Summer;united kingdom;europe;Wrestling;Greco-Roman 84 kg men;Athlete;Karam GABER IBRAHIM;Egypt;SILVER
london;2012;Summer;united kingdom;europe;Fencing;foil individual men;Athlete;Alaaeldin ABOUELKASSEM;Egypt;SILVER
london;2012;Summer;united kingdom;europe;Weightlifting;85kg men;Athlete;Tarek ABDELAZIM;Egypt;BRONZE
london;2012;Summer;united kingdom;europe;Weightlifting;75kg women;Athlete;Abir KHALIL;Egypt;SILVER
beijing;2008;Summer;china;asia;Judo;81  90kg middleweight men;Athlete;Hesham MISBAH;Egypt;BRONZE
beijing;2008;Summer;china;asia;Weightlifting;69kg women;Athlete;Abir KHALIL;Egypt;BRONZE
athens;2004;Summer;greece;europe;Wrestling;Heavyweight, Greco-Roman (≤96 kilograms) Men;Athlete;Karam GABER IBRAHIM;Egypt;GOLD
athens;2004;Summer;greece;europe;Taekwondo;Athens 2004 Taekwondo - 58 kg men;Athlete;Tamer BAYOUMI;Egypt;BRONZE
athens;2004;Summer;greece;europe;Boxing;81-91kg heavyweight men;Athlete;Mohamed El-Sayed;Egypt;BRONZE
athens;2004;Summer;greece;europe;Boxing;91kg super heavyweight men;Athlete;Mohamed ALY;Egypt;SILVER
athens;2004;Summer;greece;europe;Boxing;75-81kg lightheavyweight men;Athlete;Ahmed ISMAIL;Egypt;BRONZE
los-angeles;1984;Summer;usa;america;Judo;open category men;Athlete;Mohamed RASHWAN;Egypt;SILVER
helsinki;1952;Summer;finland;europe;Wrestling;Featherweight, Greco-Roman (≤62 kilograms) Men;Athlete;Abdel Aal Rashid;Egypt;BRONZE
london;1948;Summer;united kingdom;europe;Wrestling;Light-Heavyweight, Greco-Roman (≤87 kilograms) Men;Athlete;Ibrahim ORABI;Egypt;BRONZE
london;1948;Summer;united kingdom;europe;Wrestling;Bantamweight, Greco-Roman (≤57 kilograms) Men;Athlete;Ali Mahmoud HASSAN;Egypt;SILVER
london;1948;Summer;united kingdom;europe;Weightlifting;60-67.5kg lightweight men;Athlete;Ibrahim Hassanein SHAMS;Egypt;GOLD
london;1948;Summer;united kingdom;europe;Weightlifting;60-67.5kg lightweight men;Athlete;Attia Mohammed;Egypt;SILVER
london;1948;Summer;united kingdom;europe;Weightlifting;56 - 60kg (featherweight) men;Athlete;Mahmoud FAYAD;Egypt;GOLD
berlin;1936;Summer;germany;europe;Weightlifting;67.5-75kg middleweight men;Athlete;Khadr El-Touni;Egypt;GOLD
berlin;1936;Summer;germany;europe;Weightlifting;60kg featherweight men;Athlete;Saleh Mohamed SOLIMAN;Egypt;SILVER
berlin;1936;Summer;germany;europe;Weightlifting;60kg featherweight men;Athlete;Ibrahim Hassanein SHAMS;Egypt;BRONZE
berlin;1936;Summer;germany;europe;Weightlifting;75-82.5kg total lightheavyweight men;Athlete;Wasif Ibrahim;Egypt;BRONZE
berlin;1936;Summer;germany;europe;Weightlifting;60-67.5kg lightweight men;Athlete;Anwar Mousbah;Egypt;GOLD
amsterdam;1928;Summer;netherlands;europe;Diving;10m platform men;Athlete;Farid SIMAIKA;Egypt;SILVER
amsterdam;1928;Summer;netherlands;europe;Diving;3m springboard men;Athlete;Farid SIMAIKA;Egypt;BRONZE
amsterdam;1928;Summer;netherlands;europe;Weightlifting;75-82.5kg total lightheavyweight men;Athlete;El Sayed Mohamed NOSSEIR;Egypt;GOLD
amsterdam;1928;Summer;netherlands;europe;Wrestling;Light-Heavyweight, Greco-Roman (≤82.5 kilograms) Men;Athlete;Ibrahim Moustafa;Egypt;GOLD
london;2012;Summer;united kingdom;europe;Taekwondo;80 kg men;Athlete;Anthony Mylann OBAME;Gabon;SILVER
tokyo;2020;Summer;japan;asia;Boxing;Men's Feather (52-57kg);Athlete;Samuel TAKYI;Ghana;BRONZE
munich;1972;Summer;germany;europe;Boxing;71-75kg men;Athlete;Prince AMARTEY;Ghana;BRONZE
tokyo;1964;Summer;japan;asia;Boxing;60-63.5kg lightwelterweigh men;Athlete;Edward BLAY;Ghana;BRONZE
rome;1960;Summer;italy;europe;Boxing;60-63.5kg lightwelterweigh men;Athlete;Clement QUARTEY;Ghana;SILVER
amsterdam;1928;Summer;netherlands;europe;Athletics;long jump men;Athlete;Silvio M. CATOR;Haiti;SILVER
tokyo;2020;Summer;japan;asia;Boxing;Women's Welter (64-69kg);Athlete;Lovlina BORGOHAIN;India;BRONZE
tokyo;2020;Summer;japan;asia;Badminton;Women's Singles;Athlete;Pusarla Venkata SINDHU;India;BRONZE
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 57kg;Athlete;Ravi Kumar Dahiya;India;SILVER
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 65kg;Athlete;Bajrang BAJRANG;India;BRONZE
tokyo;2020;Summer;japan;asia;Weightlifting;Women's 49kg;Athlete;Chanu Saikhom MIRABAI CHANU;India;SILVER
tokyo;2020;Summer;japan;asia;Athletics;Men's Javelin Throw;Athlete;Neeraj CHOPRA;India;GOLD
rio;2016;Summer;brazil;america;Wrestling;Freestyle 58 kg women;Athlete;Sakshi MALIK;India;BRONZE
rio;2016;Summer;brazil;america;Badminton;Singles women;Athlete;Pusarla Venkata SINDHU;India;SILVER
london;2012;Summer;united kingdom;europe;Shooting;25m rapid fire pistol 60 shots men;Athlete;Vijay KUMAR;India;SILVER
london;2012;Summer;united kingdom;europe;Shooting;10m air rifle 60 shots men;Athlete;Gagan NARANG;India;BRONZE
london;2012;Summer;united kingdom;europe;Wrestling;Freestyle 66 kg men;Athlete;Sushil KUMAR;India;SILVER
london;2012;Summer;united kingdom;europe;Wrestling;Freestyle 60 kg men;Athlete;Yogeshwar DUTT;India;BRONZE
london;2012;Summer;united kingdom;europe;Boxing;51 kg fly women;Athlete;MC Mary KOM;India;BRONZE
london;2012;Summer;united kingdom;europe;Badminton;Singles women;Athlete;Saina NEHWAL;India;BRONZE
beijing;2008;Summer;china;asia;Boxing;69 - 75 kg men;Athlete;Vijender KUMAR;India;BRONZE
beijing;2008;Summer;china;asia;Wrestling;Welterweight, Freestyle (≤66 kilograms) Men;Athlete;Sushil KUMAR;India;BRONZE
beijing;2008;Summer;china;asia;Shooting;10m air rifle 60 shots men;Athlete;Abhinav BINDRA;India;GOLD
athens;2004;Summer;greece;europe;Shooting;double trap 150 targets men;Athlete;Rajyavardhan S. RATHORE;India;SILVER
sydney;2000;Summer;australia;oceania;Weightlifting;69kg women;Athlete;Karnam MALLESWARI;India;BRONZE
atlanta;1996;Summer;usa;america;Tennis;Singles men;Athlete;Leander PAES;India;BRONZE
helsinki;1952;Summer;finland;europe;Wrestling;Bantamweight, Freestyle (≤57 kilograms) Men;Athlete;Khashaba DADASAHEB JADHAV;India;BRONZE
paris;1900;Summer;france;europe;Athletics;200m hurdles men;Athlete;Norman PRITCHARD;India;SILVER
paris;1900;Summer;france;europe;Athletics;200m men;Athlete;Norman PRITCHARD;India;SILVER
beijing;2022;Winter;china;asia;Short Track Speed Skating;Women's 500m;Athlete;Arianna FONTANA;Italy;GOLD
beijing;2022;Winter;china;asia;Short Track Speed Skating;Women's 1500m;Athlete;Arianna FONTANA;Italy;SILVER
beijing;2022;Winter;china;asia;Snowboard;Men's Snowboard Cross;Athlete;Omar VISINTIN;Italy;BRONZE
beijing;2022;Winter;china;asia;Luge;Men's Singles;Athlete;Dominik FISCHNALLER;Italy;BRONZE
beijing;2022;Winter;china;asia;Biathlon;Women's 7.5km Sprint;Athlete;Dorothea WIERER;Italy;BRONZE
beijing;2022;Winter;china;asia;Alpine Skiing;Women's Downhill;Athlete;Sofia GOGGIA;Italy;SILVER
beijing;2022;Winter;china;asia;Alpine Skiing;Women's Downhill;Athlete;Nadia DELAGO;Italy;BRONZE
beijing;2022;Winter;china;asia;Alpine Skiing;Women's Giant Slalom;Athlete;Federica BRIGNONE;Italy;SILVER
beijing;2022;Winter;china;asia;Alpine Skiing;Women's Alpine Combined;Athlete;Federica BRIGNONE;Italy;BRONZE
beijing;2022;Winter;china;asia;Cross Country Skiing;Men's Sprint Free;Athlete;Federico PELLEGRINO;Italy;SILVER
beijing;2022;Winter;china;asia;Speed skating;Women's Mass Start;Athlete;Francesca LOLLOBRIGIDA;Italy;BRONZE
beijing;2022;Winter;china;asia;Speed skating;Women's 3000m;Athlete;Francesca LOLLOBRIGIDA;Italy;SILVER
beijing;2022;Winter;china;asia;Speed skating;Men's 10000m;Athlete;Davide GHIOTTO;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Shooting;Skeet women;Athlete;Diana BACOSI;Italy;SILVER
tokyo;2020;Summer;japan;asia;Canoe Sprint;Men's Kayak Single 200m;Athlete;Manfredi RIZZA;Italy;SILVER
tokyo;2020;Summer;japan;asia;Cycling Road;Women's Road Race;Athlete;Elisa LONGO BORGHINI;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Boxing;Women's Feather (54-57kg);Athlete;Irma TESTA;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Marathon Swimming;Men's 10km;Athlete;Gregorio PALTRINIERI;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Taekwondo;Men -58kg;Athlete;Vito DELL'AQUILA;Italy;GOLD
tokyo;2020;Summer;japan;asia;Cycling Track;Men's Omnium;Athlete;Elia VIVIANI;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Fencing;Men's Foil Individual;Athlete;Daniele GAROZZO;Italy;SILVER
tokyo;2020;Summer;japan;asia;Fencing;Men's Sabre Individual;Athlete;Luigi SAMELE;Italy;SILVER
tokyo;2020;Summer;japan;asia;Wrestling;Men's Freestyle 97kg;Athlete;Abraham de Jesus CONYEDO RUANO;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Artistic Gymnastics;Women's Floor Exercise;Athlete;Vanessa FERRARI;Italy;SILVER
tokyo;2020;Summer;japan;asia;Judo;Women -63 kg;Athlete;Maria CENTRACCHIO;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Judo;Women -52 kg;Athlete;Odette GIUFFRIDA;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Archery;Women's Individual;Athlete;Lucilla BOARI;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Archery;Men's Individual;Athlete;Mauro NESPOLI;Italy;SILVER
tokyo;2020;Summer;japan;asia;Weightlifting;Men's 67kg;Athlete;Mirko ZANNI;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Weightlifting;Men's 81kg;Athlete;Antonino PIZZOLATO;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Weightlifting;Women's 64kg;Athlete;Giorgia BORDIGNON;Italy;SILVER
tokyo;2020;Summer;japan;asia;Athletics;Women's 20km Race Walk;Athlete;Antonella PALMISANO;Italy;GOLD
tokyo;2020;Summer;japan;asia;Athletics;Men's High Jump;Athlete;Gianmarco TAMBERI;Italy;GOLD
tokyo;2020;Summer;japan;asia;Athletics;Men's 100m;Athlete;Lamont Marcell JACOBS;Italy;GOLD
tokyo;2020;Summer;japan;asia;Athletics;Men's 20km Race Walk;Athlete;Massimo STANO;Italy;GOLD
tokyo;2020;Summer;japan;asia;Swimming;Women's 800m Freestyle;Athlete;Simona QUADARELLA;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Swimming;Men's 200m Butterfly;Athlete;Federico BURDISSO;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Swimming;Men's 100m Breaststroke;Athlete;Nicolo MARTINENGHI;Italy;BRONZE
tokyo;2020;Summer;japan;asia;Swimming;Men's 800m Freestyle;Athlete;Gregorio PALTRINIERI;Italy;SILVER
tokyo;2020;Summer;japan;asia;Karate;Men's Kumite -75kg;Athlete;Luigi BUSA;Italy;GOLD
tokyo;2020;Summer;japan;asia;Karate;Women's Kata;Athlete;Viviana BOTTARO;Italy;BRONZE
pyeongchang;2018;Winter;south corea;asia;Speed skating;Men’s 10000m;Athlete;Nicola TUMOLERO;Italy;BRONZE
pyeongchang;2018;Winter;south corea;asia;Biathlon;Men’s 10km Sprint;Athlete;Dominik WINDISCH;Italy;BRONZE
pyeongchang;2018;Winter;south corea;asia;Snowboard;Ladies’ Snowboard Cross;Athlete;Michela MOIOLI;Italy;GOLD
pyeongchang;2018;Winter;south corea;asia;Short Track;Ladies’ 1000m;Athlete;Arianna FONTANA;Italy;BRONZE
pyeongchang;2018;Winter;south corea;asia;Short Track;Ladies’ 500m;Athlete;Arianna FONTANA;Italy;GOLD
pyeongchang;2018;Winter;south corea;asia;Alpine Skiing;Ladies’ Giant Slalom;Athlete;Federica BRIGNONE;Italy;BRONZE
pyeongchang;2018;Winter;south corea;asia;Alpine Skiing;Ladies’ Downhill;Athlete;Sofia GOGGIA;Italy;GOLD
pyeongchang;2018;Winter;south corea;asia;Cross Country Skiing;Men’s Sprint Classic;Athlete;Federico PELLEGRINO;Italy;SILVER
rio;2016;Summer;brazil;america;Fencing;épée individual women;Athlete;Rossella FIAMINGO;Italy;SILVER
rio;2016;Summer;brazil;america;Fencing;foil individual men;Athlete;Daniele GAROZZO;Italy;GOLD
rio;2016;Summer;brazil;america;Fencing;foil individual women;Athlete;Elisa DI FRANCISCA;Italy;SILVER
rio;2016;Summer;brazil;america;Shooting;50m rifle 3 positions 3x40 shots men;Athlete;Niccolò CAMPRIANI;Italy;GOLD
rio;2016;Summer;brazil;america;Shooting;double trap 150 targets men;Athlete;Marco INNOCENTI;Italy;SILVER
rio;2016;Summer;brazil;america;Shooting;Skeet women;Athlete;Diana BACOSI;Italy;GOLD
rio;2016;Summer;brazil;america;Shooting;Skeet women;Athlete;Chiara CAINERO;Italy;SILVER
rio;2016;Summer;brazil;america;Shooting;skeet (125 targets) men;Athlete;Gabriele ROSSETTI;Italy;GOLD
rio;2016;Summer;brazil;america;Shooting;10m air rifle 60 shots men;Athlete;Niccolò CAMPRIANI;Italy;GOLD
rio;2016;Summer;brazil;america;Shooting;trap 125 targets men;Athlete;Giovanni PELLIELO;Italy;SILVER
rio;2016;Summer;brazil;america;Cycling Track;Omnium men;Athlete;Elia VIVIANI;Italy;GOLD
rio;2016;Summer;brazil;america;Marathon Swimming;Marathon - 10 km women;Athlete;Rachele BRUNI;Italy;SILVER
rio;2016;Summer;brazil;america;Wrestling;Freestyle 65 kg men;Athlete;Frank CHAMIZO MARQUEZ;Italy;BRONZE
rio;2016;Summer;brazil;america;Cycling Road;individual road race women;Athlete;Elisa LONGO BORGHINI;Italy;BRONZE
rio;2016;Summer;brazil;america;Diving;3m springboard women;Athlete;Tania CAGNOTTO;Italy;BRONZE
rio;2016;Summer;brazil;america;Judo;60 - 66kg (half-lightweight) men;Athlete;Fabio BASILE;Italy;GOLD
rio;2016;Summer;brazil;america;Judo;48 - 52kg (half-lightweight) women;Athlete;Odette GIUFFRIDA;Italy;SILVER
rio;2016;Summer;brazil;america;Swimming;1500m freestyle men;Athlete;Gregorio PALTRINIERI;Italy;GOLD
rio;2016;Summer;brazil;america;Swimming;1500m freestyle men;Athlete;Gabriele DETTI;Italy;BRONZE
rio;2016;Summer;brazil;america;Swimming;400m freestyle men;Athlete;Gabriele DETTI;Italy;BRONZE
sochi;2014;Winter;russia;asia;Alpine Skiing;downhill men;Athlete;Christof INNERHOFER;Italy;SILVER
sochi;2014;Winter;russia;asia;Alpine Skiing;alpine combined men;Athlete;Christof INNERHOFER;Italy;BRONZE
sochi;2014;Winter;russia;asia;Short Track Speed Skating;500m women;Athlete;Arianna FONTANA;Italy;SILVER
sochi;2014;Winter;russia;asia;Short Track Speed Skating;1500m women;Athlete;Arianna FONTANA;Italy;BRONZE
sochi;2014;Winter;russia;asia;Figure skating;Individual women;Athlete;Carolina KOSTNER;Italy;BRONZE
sochi;2014;Winter;russia;asia;Luge;Singles men;Athlete;Armin ZOEGGELER;Italy;BRONZE
london;2012;Summer;united kingdom;europe;Canoe Slalom;K1 kayak single men;Athlete;Daniele MOLMENTI;Italy;GOLD
london;2012;Summer;united kingdom;europe;Cycling Mountain Bike;cross-country men;Athlete;Marco Aurelio FONTANA;Italy;BRONZE
london;2012;Summer;united kingdom;europe;Athletics;triple jump men;Athlete;Fabrizio DONATO;Italy;BRONZE
london;2012;Summer;united kingdom;europe;Shooting;trap 125 targets men;Athlete;Massimo FABBRIZI;Italy;SILVER
